s10100, 0, 4714088, 0, 20418726, 35145880, 12557443, 37858, 5426, 792749, 13455972, 4741783, 3229031, 117967400, 108609312, 16378260, 11451249, 2047778, 61644
s10200, 0, 655273, 0, 6424024, 23877250, 3785667, 33586, 7300, 529040, 9776726, 1500366, 2120291, 36773592, 34988808, 10724412, 7780217, 1473846, 0
s10214, 0, 1766931, 0, 1915815, 672326, 1098269, 1807, 2691, 23274, 286255, 368930, 79919, 6732095, 5562726, 426975, 288825, 58503, 20312
s10226, 0, 12865154, 0, 16289777, 6284303, 9269945, 10826, 9276, 379559, 3396248, 5014489, 934630, 90418736, 81334640, 4055098, 2446309, 611642, 86217
s10240, 0, 533512, 0, 3345488, 5052090, 1975314, 1049, 0, 87118, 1951972, 658029, 473166, 16921746, 15254123, 2449400, 1712226, 391863, 6496
s10300, 105971, 14406515, 272011, 29700996, 44602224, 16380720, 66305, 12116, 1345248, 17059678, 6992014, 4662950, 152942640, 134455504, 21655708, 13643762, 2643053, 70344
s10400, 0, 3487890, 0, 12390792, 29348412, 7114321, 36228, 2784, 743741, 11065471, 2398066, 2706151, 73750448, 70789312, 13492117, 9107703, 3047078, 38947
s10410, 0, 104674, 0, 103681, 0, 0, 0, 0, 0, 53006, 36103, 0, 665592, 665592, 42687, 0, 0, 0
s10426, 0, 1859328, 0, 7008389, 1274305, 4550366, 1645, 2473, 81517, 622419, 1991589, 212716, 25010568, 19768528, 886800, 429294, 104419, 21075
s10500, 0, 212818, 0, 534383, 3353703, 287665, 0, 0, 26128, 1164287, 91817, 246932, 4225786, 3313944, 1372886, 1078243, 233715, 0
s10600, 0, 7073305, 0, 9392972, 31517312, 4579448, 30558, 2230, 795627, 11997832, 2043827, 3057090, 54514176, 47084304, 14635821, 9705412, 1676424, 45178
s10609, 0, 0, 0, 127284, 138741, 97284, 0, 0, 7985, 84064, 23087, 6926, 558214, 558214, 45761, 67699, 5512, 0
s10614, 0, 1286543, 0, 1893047, 0, 703918, 0, 0, 0, 0, 420578, 12897, 1415385, 312174, 27049, 0, 1168, 0
s10626, 0, 21984016, 0, 24067190, 5917066, 14401453, 24365, 3855, 464568, 3110653, 6262737, 956884, 68852792, 42971060, 4321402, 2100807, 681359, 93100
s10650, 0, 6665532, 0, 6168557, 267779, 3820442, 0, 0, 119253, 511773, 1789316, 156543, 15344820, 10149977, 628488, 105668, 165428, 30304
s20700, 0, 5422856, 0, 15962456, 4039266, 4583796, 2539466, 767044, 112608216, 29199320, 10358818, 8423320, 95059000, 91905224, 6274242, 1567200, 2809424, 36984
s20718, 0, 423695, 0, 454998, 0, 81678, 107740, 11935, 3962657, 964876, 400718, 271382, 3387557, 2880525, 155649, 15173, 80014, 0
s20729, 0, 15407, 0, 679353, 365798, 113826, 250001, 12391, 8059949, 2274764, 369549, 689010, 4033780, 3970359, 511619, 204949, 262065, 0
s20740, 0, 103031, 0, 645002, 228992, 297434, 37633, 8462, 1775370, 510326, 368146, 141101, 2446428, 2439380, 164916, 70439, 52027, 0
s20800, 0, 335479, 0, 722019, 183220, 108920, 198861, 15969, 11197221, 3014980, 427170, 829499, 4720679, 4729197, 481351, 67634, 246854, 10946
s30900, 0, 22175, 0, 10257562, 224295, 5124474, 1174, 0, 5142, 0, 10659119, 3945005, 47735784, 47898448, 1007567, 713929, 871542, 238270
s30923, 0, 0, 0, 535558, 0, 137654, 0, 0, 0, 0, 581855, 437171, 2038117, 2118150, 601107, 595794, 167986, 0
s31000, 0, 10772085, 0, 17913122, 2264176, 3784388, 54711, 0, 171482, 12214, 16023547, 49700028, 89881712, 86121840, 13376489, 11824423, 994439, 15466
s31023, 0, 31775, 0, 58037, 0, 0, 0, 0, 0, 0, 0, 505929, 374446, 374446, 164327, 164327, 0, 0
s31046, 0, 325880, 0, 47247, 0, 0, 0, 0, 0, 0, 97634, 0, 435009, 0, 0, 0, 0, 0
s41100, 0, 14780778, 0, 21860848, 746161, 1400371, 652192, 460152, 1537440, 21437776, 41104600, 8214411, 160423760, 137230608, 9226708, 7405857, 1296157, 29099
s41200, 0, 803528, 0, 675189, 0, 36950, 44995, 11019, 85590, 1268506, 1345144, 412911, 5850800, 4898160, 580157, 352601, 58365, 24719
s41300, 0, 5051824, 0, 8230682, 2405, 926437, 65853, 366347, 109777, 2610050, 15867929, 825863, 55145304, 40336648, 1236497, 660524, 308700, 0
s41400, 0, 6647011, 0, 24647036, 1106779, 2092009, 971049, 908022, 1922082, 22848814, 44450024, 8897085, 178168304, 157673776, 9637633, 8503144, 1138757, 21291
s41403, 0, 17738, 0, 65315, 0, 7175, 0, 0, 8404, 93193, 114977, 26334, 648510, 648510, 37555, 25213, 0, 0
s41408, 0, 1005065, 0, 1352039, 0, 148759, 11863, 70860, 30216, 457219, 2674765, 158325, 10158528, 5376420, 169692, 139995, 15108, 0
s41422, 0, 1539903, 0, 777104, 0, 122834, 9910, 34114, 32466, 470587, 2338613, 215376, 6985303, 4034224, 244711, 190975, 14744, 0
